,drugName,condition,rating,usefulCount,eff_score,usefulness
33518,Deplin,Depression,7,85,1,595
33519,Solarcaine Burn Relief,Local Anesthesia,10,3,1,30
33520,Meperidine,Light Sedation,10,20,1,200
33522,Zoloft,Depression,9,163,1,1467
33523,Olmesartan,High Blood Pressure,8,50,1,400
33524,Chateal,Birth Control,10,24,1,240
33525,Valtrex,Cold Sores,10,4,1,40
33526,Benzonatate,Cough,1,22,0,0
33527,Amoxicillin / clavulanate,Otitis Media,10,0,1,0
33528,Celexa,Anxiety and Stress,8,52,1,416
33529,Nitrofurantoin,Urinary Tract Infection,3,11,0,0
33530,Amlodipine,High Blood Pressure,8,41,1,328
33531,Dasetta 7 / 7 / 7,Birth Control,1,2,0,0
33532,Propoxyphene,Pain,9,4,1,36
33534,Hydrochlorothiazide / losartan,High Blood Pressure,1,2,0,0
33535,Mirena,Birth Control,6,11,1,66
33536,Tofranil,Depression,8,172,1,1376
33537,Tegretol,Bipolar Disorde,2,49,0,0
33539,Jolessa,Birth Control,2,5,0,0
33540,Plan B,Emergency Contraception,6,3,1,18
33541,Victoza,"Diabetes, Type 2",10,6,1,60
33542,Raltegravir,HIV Infection,6,0,1,0
33543,Olmesartan,High Blood Pressure,8,48,1,384
33545,Reclipsen,Birth Control,4,6,0,0
33546,Irbesartan,High Blood Pressure,5,70,0,0
33547,Levaquin,Bronchitis,9,21,1,189
33548,Diazepam,Anxiety,7,16,1,112
33549,Epiduo,Acne,10,31,1,310
33551,Cryselle,Birth Control,8,6,1,48
33552,Nortriptyline,Irritable Bowel Syndrome,10,64,1,640
33553,Levonorgestrel,Not Listed / Othe,2,0,0,0
33554,Cyclobenzaprine,Muscle Spasm,5,34,0,0
33556,Bupropion / naltrexone,Obesity,10,31,1,310
33558,MoviPrep,Bowel Preparation,10,17,1,170
33559,Simponi,Rheumatoid Arthritis,10,12,1,120
33561,Mirena,Birth Control,9,42,1,378
33562,Celexa,Anxiety and Stress,8,24,1,192
33563,Xiidra,Dry Eye Disease,1,49,0,0
33564,Oxcarbazepine,Anxiety,8,25,1,200
33566,Escitalopram,Depression,3,5,0,0
33567,Lamotrigine,Bipolar Disorde,10,45,1,450
33568,Rivaroxaban,Deep Vein Thrombosis,10,73,1,730
33569,Viibryd,Major Depressive Disorde,9,78,1,702
33571,Oxymorphone,Pain,8,7,1,56
33572,Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,Bowel Preparation,9,19,1,171
33573,Skelaxin,ibromyalgia,9,62,1,558
33574,ProAir HFA,"COPD, Maintenance",5,8,0,0
33575,Azithromycin,Otitis Media,10,18,1,180
33577,Buspirone,Anxiety,6,102,1,612
33578,Hydrochlorothiazide,High Blood Pressure,4,125,0,0
33579,Lyza,Birth Control,9,14,1,126
33580,Dapsone,Acne,9,35,1,315
33581,Niaspan,High Cholesterol,9,28,1,252
33582,Ethinyl estradiol / levonorgestrel,Birth Control,4,6,0,0
33583,Drospirenone / ethinyl estradiol,Birth Control,5,0,0,0
33584,Ortho Micronor,Abnormal Uterine Bleeding,3,76,0,0
33585,Topiramate,Bipolar Disorde,9,87,1,783
33586,Toradol,Pain,1,13,0,0
33587,Efinaconazole,"Onychomycosis, Toenail",9,4,1,36
33588,Requip,Restless Legs Syndrome,6,32,1,192
33589,Imiquimod,Human Papilloma Virus,9,10,1,90
33590,TriNessa,6</span> users found this comment helpful.,10,6,1,60
33592,Sumatriptan,Cluster Headaches,10,4,1,40
33593,Metoprolol,Atrial Fibrillation,1,26,0,0
33594,Celexa,Premenstrual Dysphoric Disorde,9,53,1,477
33595,Effexor,Anxiety and Stress,5,13,0,0
33596,Prozac,Major Depressive Disorde,1,33,0,0
33598,Campral,Alcohol Dependence,9,51,1,459
33599,Xanax,Panic Disorde,10,3,1,30
33601,Pristiq,Depression,10,31,1,310
33604,Levocetirizine,Allergies,10,19,1,190
33605,Dexmethylphenidate,ADHD,8,19,1,152
33607,Bydureon,"Diabetes, Type 2",10,4,1,40
33608,Elocon,Psoriasis,10,49,1,490
33609,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,6,11,1,66
33610,Aviane,Birth Control,6,16,1,96
33611,Lorazepam,Anxiety,1,4,0,0
33612,Phendimetrazine,Obesity,10,13,1,130
33613,Bydureon,"Diabetes, Type 2",10,55,1,550
33614,Clindamycin / tretinoin,Acne,9,27,1,243
33615,Afrezza,"Diabetes, Type 2",10,39,1,390
33616,Quetiapine,Generalized Anxiety Disorde,8,92,1,736
33617,Duloxetine,Depression,1,26,0,0
33618,Spironolactone,Acne,10,33,1,330
33619,Loryna,Birth Control,1,1,0,0
33620,GoLYTELY,Bowel Preparation,5,16,0,0
33621,Soma,Muscle Spasm,9,45,1,405
33623,Ethinyl estradiol / norethindrone,Birth Control,3,12,0,0
33625,Asenapine,Bipolar Disorde,10,38,1,380
33626,Topamax,Bipolar Disorde,9,106,1,954
33627,Venlafaxine,Major Depressive Disorde,8,21,1,168
33628,Lupron,Prostate Cance,8,20,1,160
33629,Pazopanib,Renal Cell Carcinoma,9,213,1,1917
33631,Levonorgestrel,Birth Control,10,35,1,350
33632,Orlistat,Obesity,9,22,1,198
33633,Ethinyl estradiol / norethindrone,Abnormal Uterine Bleeding,8,0,1,0
33634,Citalopram,Anxiety and Stress,10,77,1,770
33635,Escitalopram,Depression,9,23,1,207
33636,Duexis,Rheumatoid Arthritis,9,6,1,54
33637,"Insulin inhalation, rapid acting","Diabetes, Type 1",10,53,1,530
33638,Acetaminophen / hydrocodone,Pain,9,22,1,198
33639,Metoprolol,Heart Failure,10,18,1,180
33640,Ledipasvir / sofosbuvir,Hepatitis C,10,33,1,330
33642,Liletta,Birth Control,5,0,0,0
33643,Pramoxine,Hemorrhoids,10,60,1,600
33644,Ethinyl estradiol / norgestimate,Acne,9,60,1,540
33646,Oxcarbazepine,Bipolar Disorde,9,33,1,297
33648,Belviq,Obesity,6,22,1,132
33649,Depo-Provera,Birth Control,6,10,1,60
33651,Amoxicillin / clavulanate,Strep Throat,7,31,1,217
33654,Belviq,Weight Loss,9,56,1,504
33655,Ivermectin,Head Lice,10,53,1,530
33656,Methylphenidate,ADHD,3,30,0,0
33657,Lithium,Bipolar Disorde,10,22,1,220
33658,Lexapro,Generalized Anxiety Disorde,9,74,1,666
33659,Amoxicillin / clavulanate,Skin and Structure Infection,9,37,1,333
33663,Effexor XR,Anxiety,9,66,1,594
33664,Atenolol,High Blood Pressure,7,8,1,56
33665,Famvir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",9,11,1,99
33667,Liraglutide,"Diabetes, Type 2",8,27,1,216
33669,Seroquel,Bipolar Disorde,1,23,0,0
33671,Unisom SleepTabs,Insomnia,10,28,1,280
33672,Latuda,Bipolar Disorde,9,77,1,693
33675,Pregabalin,Neuropathic Pain,7,99,1,693
33676,Vimpat,Seizures,9,69,1,621
33677,Concerta,ADHD,10,121,1,1210
33678,Spironolactone,Acne,7,38,1,266
33679,Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,2,32,0,0
33680,Isentress,HIV Infection,10,5,1,50
33681,Mirvaso,Rosacea,5,10,0,0
33682,Depo-Provera,Birth Control,7,14,1,98
33683,Levothyroxine,Underactive Thyroid,9,93,1,837
33684,Tolterodine,Overactive Bladde,3,0,0,0
33685,Apremilast,Plaque Psoriasis,3,6,0,0
33686,Buspirone,Panic Disorde,1,56,0,0
33687,Oxymetazoline,Rosacea,10,3,1,30
33688,Cataflam,Period Pain,10,31,1,310
33689,Taclonex,Psoriasis,9,17,1,153
33690,Tretinoin,Acne,10,35,1,350
33691,Zolpidem,Insomnia,4,10,0,0
33693,Ledipasvir / sofosbuvir,Hepatitis C,1,45,0,0
33694,Tenormin,Supraventricular Tachycardia,5,10,0,0
33696,Sertraline,Anxiety and Stress,10,161,1,1610
33697,Paroxetine,Depression,1,25,0,0
33698,Acetaminophen / oxycodone,Pain,8,22,1,176
33699,Mirena,Birth Control,6,6,1,36
33701,Atripla,HIV Infection,10,7,1,70
33702,Vraylar,Bipolar Disorde,9,9,1,81
33703,Azathioprine,Systemic Lupus Erythematosus,10,60,1,600
33704,Stelara,Psoriasis,10,22,1,220
33705,Depo-Provera,Abnormal Uterine Bleeding,1,13,0,0
33707,Skyla,Birth Control,8,5,1,40
33708,Depo-Provera,Birth Control,7,7,1,49
33709,Trazodone,Sedation,10,26,1,260
33710,Clonazepam,Insomnia,10,96,1,960
33711,Meloxicam,Inflammatory Conditions,9,38,1,342
33713,Buspirone,Anxiety,1,25,0,0
33714,Ethinyl estradiol / norelgestromin,Birth Control,9,3,1,27
33715,Vyvanse,ADHD,9,70,1,630
33716,Hydroxyzine,Anxiety,1,21,0,0
33717,Ethinyl estradiol / norgestimate,Birth Control,3,17,0,0
33718,Prepopik,Bowel Preparation,9,17,1,153
33719,Tobramycin,"Conjunctivitis, Bacterial",10,11,1,110
33720,Sprintec,Birth Control,8,9,1,72
33721,Ranitidine,GERD,10,55,1,550
33722,Lubiprostone,"Constipation, Chronic",10,27,1,270
33723,Doxycycline,Rosacea,5,2,0,0
33725,Liraglutide,Weight Loss,10,44,1,440
33726,Venlafaxine,Depression,8,130,1,1040
33727,Aliskiren,High Blood Pressure,7,18,1,126
33728,Sertraline,Panic Disorde,9,43,1,387
33729,Lexapro,Generalized Anxiety Disorde,10,12,1,120
33730,TriLyte,Bowel Preparation,4,34,0,0
33731,Necon 7 / 7 / 7,Acne,1,2,0,0
33733,Tramadol,Pain,10,22,1,220
33734,Avanafil,Erectile Dysfunction,6,43,1,258
33735,Chlorhexidine,Gingivitis,6,2,1,12
33736,Hydrochlorothiazide / valsartan,High Blood Pressure,9,17,1,153
33737,Sertraline,Anxiety and Stress,8,85,1,680
33739,Linaclotide,Irritable Bowel Syndrome,7,44,1,308
33743,Alprazolam,Depression,9,98,1,882
33744,Venlafaxine,Anxiety,2,4,0,0
33746,Lamictal,Bipolar Disorde,10,79,1,790
33747,Lactulose,Hepatic Encephalopathy,10,67,1,670
33748,Medroxyprogesterone,Birth Control,8,12,1,96
33749,Alprazolam,Anxiety,6,14,1,84
33751,Acyclovir,Herpes Simplex,3,23,0,0
33752,Mucinex,ibromyalgia,10,115,1,1150
33753,Methylprednisolone,Inflammatory Conditions,10,25,1,250
33754,Tilmanocept,Diagnosis and Investigation,10,85,1,850
33755,Hycodan,Cough,7,10,1,70
33756,Terbinafine,"Onychomycosis, Toenail",10,97,1,970
33757,Augmentin,Bronchitis,9,33,1,297
33758,Paxil,Panic Disorde,2,22,0,0
33759,Guaifenesin,ibromyalgia,9,147,1,1323
33760,Amlodipine,High Blood Pressure,1,94,0,0
33762,Asacol,"Ulcerative Colitis, Maintenance",8,23,1,184
33765,Hydroxyzine,Anxiety,10,46,1,460
33766,Saxenda,Obesity,10,38,1,380
33767,Fluoxetine,Major Depressive Disorde,1,33,0,0
33768,Quetiapine,Insomnia,7,29,1,203
33769,Venlafaxine,Anxiety and Stress,6,14,1,84
33770,Celecoxib,Rheumatoid Arthritis,9,77,1,693
33771,Wellbutrin XL,Depression,9,31,1,279
33772,Microgestin 1 / 20,Birth Control,1,3,0,0
33773,Drospirenone / ethinyl estradiol,Acne,2,3,0,0
33774,Amphetamine / dextroamphetamine,ADHD,1,5,0,0
33776,Hydrocodone / ibuprofen,Pain,10,4,1,40
33777,Colesevelam,"Diarrhea, Chronic",10,59,1,590
33778,Botox,Overactive Bladde,5,14,0,0
33779,Sertraline,Panic Disorde,10,111,1,1110
33780,Vilazodone,Depression,9,156,1,1404
33781,OxyContin,Pain,9,36,1,324
33782,Levothyroxine,"Hypothyroidism, After Thyroid Removal",3,17,0,0
33783,Canagliflozin,"Diabetes, Type 2",8,47,1,376
33784,Doxycycline,Bacterial Infection,10,171,1,1710
33785,Anastrozole,Breast Cance,2,150,0,0
33786,Mupirocin,Skin and Structure Infection,1,6,0,0
33787,Cholestyramine,Irritable Bowel Syndrome,9,45,1,405
33788,Humira,Psoriasis,9,23,1,207
33790,Naloxegol,"Constipation, Drug Induced",1,34,0,0
33791,Tramadol,ibromyalgia,1,18,0,0
33792,Meclizine,Vertig,7,46,1,322
33793,Alprostadil,Erectile Dysfunction,2,17,0,0
33795,Amitriptyline,Migraine Prevention,4,12,0,0
33796,Lamotrigine,Bipolar Disorde,9,21,1,189
33797,ClearLax,Constipation,10,46,1,460
33798,Zoloft,Depression,2,38,0,0
33799,Duloxetine,Anxiety,7,9,1,63
33800,Copper,Birth Control,9,7,1,63
33801,Adapalene,Acne,7,16,1,112
33802,Ropinirole,Restless Legs Syndrome,10,75,1,750
33805,Implanon,Birth Control,9,11,1,99
33806,Elavil,ibromyalgia,10,57,1,570
33807,Spironolactone,Acne,10,16,1,160
33808,Aripiprazole,Schizophrenia,1,18,0,0
33809,Ativan,Cervical Dystonia,4,30,0,0
33810,Phentermine,Weight Loss,6,20,1,120
33811,Intal,"Asthma, Maintenance",10,1,1,10
33812,Fluticasone,Rhinitis,10,71,1,710
33813,Bazedoxifene / conjugated estrogens,Postmenopausal Symptoms,10,15,1,150
33815,Fleet Enema,Constipation,10,3,1,30
33816,Acetaminophen / oxycodone,Pain,10,1,1,10
33818,Paroxetine,Anxiety,10,58,1,580
33820,Sertraline,Anxiety and Stress,8,37,1,296
33821,Venlafaxine,Panic Disorde,8,18,1,144
33822,Iloperidone,Schizophrenia,9,7,1,63
33823,Saxenda,Obesity,6,15,1,90
33824,Quetiapine,Insomnia,7,13,1,91
33825,Lamotrigine,Bipolar Disorde,9,16,1,144
33826,Bupropion,Depression,2,71,0,0
33827,Tegaserod,Irritable Bowel Syndrome,10,13,1,130
33828,Diazepam,Alcohol Withdrawal,9,20,1,180
33832,Imodium,Diarrhea,10,36,1,360
33833,Celebrex,Pain,8,67,1,536
33834,Olanzapine,Depression,9,144,1,1296
33835,Phenytoin,Seizures,8,5,1,40
33838,Trintellix,Major Depressive Disorde,10,98,1,980
33839,Toujeo,"Diabetes, Type 2",3,6,0,0
33840,Niravam,Anxiety,10,29,1,290
33841,Fortesta,"Hypogonadism, Male",1,12,0,0
33842,Clonazepam,Anxiety,3,48,0,0
33843,Methylphenidate,ADHD,7,74,1,518
33844,Fluoxetine,Hot Flashes,9,27,1,243
33846,Duloxetine,Depression,10,9,1,90
33847,Amoxicillin / clavulanate,Strep Throat,10,44,1,440
33848,Ultram,Pain,1,34,0,0
33849,Carbamazepine,Bipolar Disorde,10,17,1,170
33850,Oxymorphone,Pain,8,41,1,328
33851,Vortioxetine,Depression,10,27,1,270
33852,Phenergan,Nausea/Vomiting,10,11,1,110
33853,Levaquin,Sinusitis,7,24,1,168
33854,Carisoprodol,Muscle Spasm,10,67,1,670
33855,Carbinoxamine,Allergic Rhinitis,10,5,1,50
33856,Naltrexone,Alcohol Dependence,9,76,1,684
33857,Cambia,Migraine,10,9,1,90
33858,Duloxetine,Anxiety,10,139,1,1390
33860,LoSeasonique,Birth Control,2,0,0,0
33861,Gianvi,Birth Control,4,3,0,0
33864,Excedrin Quick Tab,Headache,9,0,1,0
33866,Sertraline,Anxiety and Stress,9,29,1,261
33867,Drospirenone / ethinyl estradiol,Menstrual Disorders,9,3,1,27
33868,Cymbalta,Chronic Pain,10,104,1,1040
33869,Phentermine / topiramate,Weight Loss,9,31,1,279
33870,Pylera,Helicobacter Pylori Infection,5,10,0,0
33872,Propranolol,Anxiety,10,110,1,1100
33874,Sprix,Pain,8,5,1,40
33875,Propranolol,mance Anxiety,10,96,1,960
33876,Pseudoephedrine,Nasal Congestion,10,33,1,330
33877,X-Viate,Dermatological Disorders,10,13,1,130
33878,Lorcaserin,Obesity,9,21,1,189
33879,Suvorexant,Insomnia,10,22,1,220
33880,Parnate,14</span> users found this comment helpful.,9,14,1,126
33881,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,10,21,1,210
33882,Celexa,Anxiety and Stress,7,34,1,238
33883,Fluoxetine,Bulimia,10,5,1,50
33884,Linaclotide,"Constipation, Chronic",10,49,1,490
33885,Levonorgestrel,Emergency Contraception,8,134,1,1072
33886,Naproxen,Sciatica,7,18,1,126
33887,Trintellix,Depression,8,50,1,400
33888,Entocort EC,Inflammatory Bowel Disease,9,63,1,567
33889,Buspirone,Anxiety,8,142,1,1136
33890,Quetiapine,Depression,5,4,0,0
33891,Montelukast,Asthma,10,33,1,330
33892,Cyclobenzaprine,Muscle Spasm,10,9,1,90
33893,Diazepam,Muscle Spasm,10,98,1,980
33894,Rapaflo,Benign Prostatic Hyperplasia,1,28,0,0
33896,Omalizumab,Urticaria,10,5,1,50
33898,Latuda,Bipolar Disorde,1,19,0,0
33899,Bupropion / naltrexone,Obesity,10,23,1,230
33900,Cipro,Urinary Tract Infection,9,113,1,1017
33901,Benlysta,Systemic Lupus Erythematosus,7,28,1,196
33902,Paxil,Anxiety,7,39,1,273
33903,Ceftriaxone,Pneumonia,10,11,1,110
33904,Lasix,Edema,4,90,0,0
33905,Nicoderm CQ,Smoking Cessation,10,58,1,580
33906,Plan B,Emergency Contraception,10,34,1,340
33907,Fluoxetine,Depression,6,31,1,186
33909,Diclofenac,Back Pain,6,5,1,30
33911,Naproxen,Period Pain,8,8,1,64
33912,Benzaclin,Acne,8,7,1,56
33913,Zaleplon,Insomnia,10,70,1,700
33914,Oxazepam,Anxiety,9,21,1,189
33915,Latuda,Bipolar Disorde,9,17,1,153
33916,Taltz,Plaque Psoriasis,10,20,1,200
33917,Ziprasidone,Schizophrenia,1,1,0,0
33918,Trulicity,"Diabetes, Type 2",10,26,1,260
33919,Dulcolax,Constipation,10,5,1,50
33920,Aripiprazole,Bipolar Disorde,10,55,1,550
33921,Seroquel,Bipolar Disorde,8,50,1,400
33923,Benzoyl peroxide / clindamycin,Acne,10,8,1,80
33926,Bioflavonoids / zinc glycinate,Osteoarthritis,8,11,1,88
33927,Azor,High Blood Pressure,10,0,1,0
33928,Fluoxetine,Anxiety and Stress,8,51,1,408
33929,Aripiprazole,Depression,1,0,0,0
33930,Linaclotide,"Constipation, Chronic",8,17,1,136
33932,Fentanyl Transdermal System,Chronic Pain,10,41,1,410
33933,Clomipramine,Panic Disorde,10,28,1,280
33934,Soma,Muscle Spasm,10,87,1,870
33935,Metronidazole,Bacterial Infection,3,3,0,0
33936,Nuvigil,Obstructive Sleep Apnea/Hypopnea Syndrome,10,23,1,230
33938,Levonorgestrel,Emergency Contraception,10,45,1,450
33939,Citalopram,Depression,10,47,1,470
33940,Methylphenidate,ADHD,9,45,1,405
33942,Sertraline,Major Depressive Disorde,10,2,1,20
33943,Risperdal,Schizophrenia,9,65,1,585
33945,Xulane,Birth Control,10,0,1,0
33946,Lamictal,Seizure Prevention,9,45,1,405
33947,Claravis,Acne,9,20,1,180
33949,Dicyclomine,Irritable Bowel Syndrome,10,95,1,950
33950,Minivelle,Postmenopausal Symptoms,10,42,1,420
33951,Quetiapine,Bipolar Disorde,3,13,0,0
33952,Vyvanse,Binge Eating Disorde,5,11,0,0
33953,Lisinopril,Heart Attack,1,13,0,0
33954,Tolterodine,Overactive Bladde,8,17,1,136
33955,Phentermine,Weight Loss,1,21,0,0
33956,Soolantra,Rosacea,10,15,1,150
33957,Silenor,Insomnia,10,45,1,450
33960,Amitriptyline,Anxiety and Stress,9,16,1,144
33961,Promethazine,Nausea/Vomiting,10,16,1,160
33962,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,1,2,0,0
33963,Abreva,Herpes Simplex,1,2,0,0
33964,Divalproex sodium,Migraine Prevention,3,36,0,0
33965,Belimumab,Systemic Lupus Erythematosus,10,51,1,510
33966,Venlafaxine,Anxiety,9,84,1,756
33967,Oxybutynin,Hyperhidrosis,10,43,1,430
33968,AndroGel,"Hypogonadism, Male",3,37,0,0
33969,Dalfampridine,Multiple Sclerosis,10,101,1,1010
33970,Mirapex,Restless Legs Syndrome,5,27,0,0
33971,Ortho Tri-Cyclen,Birth Control,1,2,0,0
33973,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,10,0,1,0
33974,Celecoxib,Osteoarthritis,2,33,0,0
33975,Ethinyl estradiol / levonorgestrel,Birth Control,1,14,0,0
33976,Solodyn,Acne,10,9,1,90
33979,Glucotrol,"Diabetes, Type 2",6,87,1,522
33980,Quasense,Birth Control,4,0,0,0
33981,Levaquin,Pneumonia,1,12,0,0
33982,Suboxone,Opiate Dependence,9,55,1,495
33984,Ropinirole,Restless Legs Syndrome,6,52,1,312
33985,Clarithromycin,Helicobacter Pylori Infection,5,3,0,0
33986,AndroGel,"Hypogonadism, Male",10,124,1,1240
33988,Monistat 3-Day Combination Pack,Vaginal Yeast Infection,6,9,1,54
33990,Tramadol,Pain,10,10,1,100
33993,Liraglutide,Obesity,8,1,1,8
33994,Dexilant,GERD,9,41,1,369
33995,Spectracef,Bronchitis,9,4,1,36
33996,Venlafaxine,Bipolar Disorde,10,27,1,270
33997,Amphetamine / dextroamphetamine,ADHD,1,1,0,0
33998,Rocephin,Urinary Tract Infection,9,37,1,333
33999,Paroxetine,Major Depressive Disorde,8,24,1,192
34000,Trazodone,Insomnia,9,52,1,468
34001,Desmopressin,Diabetes Insipidus,9,6,1,54
34002,Wellbutrin,Major Depressive Disorde,3,17,0,0
34004,Phillips' Milk of Magnesia,Constipation,10,26,1,260
34005,Abstral,Breakthrough Pain,4,9,0,0
34006,Sertraline,Postpartum Depression,1,9,0,0
34007,Imitrex,Migraine,10,43,1,430
34009,Tramadol,Pain,8,11,1,88
34010,ella,Emergency Contraception,3,0,0,0
34011,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,2,16,0,0
34012,Aripiprazole,Depression,1,12,0,0
34013,Topamax,Migraine Prevention,3,11,0,0
34015,Citalopram,Anxiety and Stress,1,10,0,0
34016,Vortioxetine,Major Depressive Disorde,8,31,1,248
34017,Belviq,Obesity,10,40,1,400
34018,Epiduo,Acne,5,1,0,0
34019,Ambien,Insomnia,6,8,1,48
34020,Oxytrol,Overactive Bladde,10,36,1,360
34021,Diazepam,Muscle Spasm,10,102,1,1020
34022,Macrobid,Bladder Infection,10,59,1,590
34023,Diazepam,Anxiety,10,104,1,1040
34025,Fluocinolone / hydroquinone / tretinoin,Melasma,10,41,1,410
34026,Pylera,Helicobacter Pylori Infection,5,13,0,0
34028,Emollients,Dry Skin,1,6,0,0
34029,Loestrin 24 Fe,Birth Control,5,4,0,0
34030,Albuterol,"Asthma, Maintenance",9,5,1,45
34031,Tanzeum,"Diabetes, Type 2",1,4,0,0
34032,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,7,5,1,35
34033,Metronidazole,Bacterial Infection,6,4,1,24
34035,Liraglutide,"Diabetes, Type 2",8,9,1,72
34036,Acetaminophen / oxycodone,Chronic Pain,8,23,1,184
34037,Fluoxetine,Obsessive Compulsive Disorde,9,17,1,153
34040,Orphenadrine,Muscle Spasm,5,12,0,0
34041,Geodon,Autism,7,5,1,35
34042,Lisdexamfetamine,ADHD,9,24,1,216
34043,Plan B,Emergency Contraception,1,3,0,0
34044,Azelastine / fluticasone,Allergic Rhinitis,9,13,1,117
34045,Benzonatate,Cough,10,20,1,200
34046,Zaleplon,Insomnia,7,11,1,77
34047,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,14,1,126
34048,Lamotrigine,Bipolar Disorde,9,54,1,486
34049,MiraLax,Constipation,10,36,1,360
34051,Avelox,Sinusitis,4,9,0,0
34052,Mirtazapine,Depression,7,34,1,238
34054,Zyban,Smoking Cessation,3,12,0,0
34057,Tramadol,Depression,10,46,1,460
34059,Terbinafine,"Onychomycosis, Toenail",10,8,1,80
34061,Topicort,Psoriasis,10,36,1,360
34062,Cyclobenzaprine,ibromyalgia,8,42,1,336
34063,Risperidone,Schizoaffective Disorde,10,26,1,260
34064,Carbamazepine,Bipolar Disorde,10,4,1,40
34067,Amoxicillin / clavulanate,Sinusitis,1,3,0,0
34068,Metoclopramide,Migraine,2,12,0,0
34070,Medroxyprogesterone,Birth Control,10,20,1,200
34071,Ethinyl estradiol / norgestimate,Acne,7,7,1,49
34073,Divalproex sodium,Epilepsy,9,5,1,45
34074,Cymbalta,Depression,10,24,1,240
34075,Duloxetine,Depression,10,85,1,850
34076,Methyl salicylate,Osteoarthritis,2,0,0,0
34078,Exforge,High Blood Pressure,3,8,0,0
34079,Lamotrigine,Bipolar Disorde,1,25,0,0
34080,Citalopram,Anxiety and Stress,9,88,1,792
34081,Antabuse,Alcohol Dependence,10,112,1,1120
34082,Geodon,Bipolar Disorde,9,18,1,162
34083,Diltiazem,Supraventricular Tachycardia,10,11,1,110
34084,Cymbalta,Depression,1,3,0,0
34085,Ustekinumab,Psoriasis,8,52,1,416
34086,Lidoderm,Pain,2,26,0,0
34087,Tamiflu,Swine Flu,9,6,1,54
34088,Imodium A-D,"Diarrhea, Chronic",10,14,1,140
34089,TriNessa Lo,Birth Control,1,2,0,0
34090,Meloxicam,Inflammatory Conditions,10,14,1,140
34091,Sertraline,Panic Disorde,8,40,1,320
34092,Clocortolone,Dermatitis,10,2,1,20
34093,Topamax,Seizure Prevention,8,9,1,72
34094,Clonazepam,Anxiety,10,145,1,1450
34095,Escitalopram,Anxiety,1,18,0,0
34096,Phentermine,Weight Loss,6,51,1,306
34097,Omnicef,Sinusitis,10,48,1,480
34098,Votrient,Soft Tissue Sarcoma,6,7,1,42
34099,Celebrex,Osteoarthritis,10,44,1,440
34101,Opana ER,Pain,9,27,1,243
34102,Oxycodone,Chronic Pain,9,104,1,936
34103,Amitriptyline,Interstitial Cystitis,10,63,1,630
34104,Macrobid,Urinary Tract Infection,10,31,1,310
34105,Effexor XR,Bipolar Disorde,10,28,1,280
34106,Belviq,Weight Loss,1,10,0,0
34108,Levonorgestrel,Birth Control,2,6,0,0
34109,Doryx,Acne,10,19,1,190
34110,Polyethylene glycol 3350,Constipation,9,139,1,1251
34111,Pregabalin,Generalized Anxiety Disorde,9,23,1,207
34112,Liraglutide,"Diabetes, Type 2",10,95,1,950
34113,Flomax,Urinary Tract Stones,10,45,1,450
34115,Remicade,Rheumatoid Arthritis,8,8,1,64
34116,Phentermine / topiramate,Obesity,9,73,1,657
34117,Maxalt-MLT,Migraine,10,17,1,170
34118,Acetaminophen / dexbrompheniramine / pseudoephedrine,Sinus Symptoms,8,0,1,0
34119,Adalimumab,Crohn's Disease,5,31,0,0
34122,Necon 1 / 35,Polycystic Ovary Syndrome,7,3,1,21
34123,Topiramate,Migraine Prevention,7,7,1,49
34124,Sertraline,Panic Disorde,9,5,1,45
34125,Rifaximin,Hepatic Encephalopathy,10,51,1,510
34126,Sertraline,Social Anxiety Disorde,8,25,1,200
34127,Paroxetine,Anxiety,8,68,1,544
34128,Ondansetron,Nausea/Vomiting,10,8,1,80
34130,Norethindrone,Birth Control,2,9,0,0
34131,Zirgan,Herpes Simplex Dendritic Keratitis,10,4,1,40
